"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(int,ByteArrayOutputStream).buffer","Parameter_2","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(int,ByteArrayOutputStream)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[])","Method","* Gets the byte at position {@code index} of the byte array and
     * make sure it is unsigned.
     *
     * @param index
     *            position in the array
     * @param bytes
     *            the byte array
     * @return the unsigned octet at position {@code index} from the array","private static int getUnsignedOctet(final int index, final byte[] bytes) {
    int b = bytes[index];
    if (b < 0) {
        b = 256 + b;
    }
    return b;
}","int","private , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[]).index","Parameter_1","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[]).bytes","Parameter_2","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.isWhitespace(int)","Method","* Checks whether the given byte is whitespace.
     *
     * @param b
     *            byte to be checked
     * @return {@code true} if the byte is either a space or tab character","private static boolean isWhitespace(final int b) {
    return b == SPACE || b == TAB;
}","boolean","private , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.isWhitespace(int).b","Parameter_1","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.isWhitespace(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(byte[])","Method","* Decodes an array of quoted-printable characters into an array of original bytes. Escaped characters are converted
     * back to their original representation.
     * <p>
     * This function fully implements the quoted-printable encoding specification (rule #1 through rule #5) as
     * defined in RFC 1521.
     * </p>
     *
     * @param bytes
     *            array of quoted-printable characters
     * @return array of original bytes
     * @throws DecoderException
     *             Thrown if quoted-printable decoding is unsuccessful","@Override
public byte[] decode(final byte[] bytes) throws DecoderException {
    return decodeQuotedPrintable(bytes);
}","byte[]","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(byte[]).bytes","Parameter_1","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.decode(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object)","Method","* Decodes a quoted-printable object into its original form. Escaped characters are converted back to their original
     * representation.
     *
     * @param obj
     *            quoted-printable object to convert into its original form
     * @return original object
     * @throws DecoderException
     *             Thrown if the argument is not a {@code String} or {@code byte[]}. Thrown if a failure
     *             condition is encountered during the decode process.","@Override
public Object decode(final Object obj) throws DecoderException {
    if (obj == null) {
        return null;
    }
    if (obj instanceof byte[]) {
        return decode((byte[]) obj);
    }
    if (obj instanceof String) {
        return decode((String) obj);
    }
    throw new DecoderException(""Objects of type "" + obj.getClass().getName() + "" cannot be quoted-printable decoded"");
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object).obj","Parameter_1","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)","Method","* Decodes a quoted-printable string into its original form using the default string Charset. Escaped characters are
     * converted back to their original representation.
     *
     * @param sourceStr
     *            quoted-printable string to convert into its original form
     * @return original string
     * @throws DecoderException
     *             Thrown if quoted-printable decoding is unsuccessful. Thrown if Charset is not supported.
     * @see #getCharset()","@Override
public String decode(final String sourceStr) throws DecoderException {
    return this.decode(sourceStr, getCharset());
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String).sourceStr","Parameter_1","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.decode(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset)","Method","* Decodes a quoted-printable string into its original form using the specified string Charset. Escaped characters
     * are converted back to their original representation.
     *
     * @param sourceStr
     *            quoted-printable string to convert into its original form
     * @param sourceCharset
     *            the original string Charset
     * @return original string
     * @throws DecoderException
     *             Thrown if quoted-printable decoding is unsuccessful
     * @since 1.7","public String decode(final String sourceStr, final Charset sourceCharset) throws DecoderException {
    if (sourceStr == null) {
        return null;
    }
    return new String(this.decode(StringUtils.getBytesUsAscii(sourceStr)), sourceCharset);
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset).sourceStr","Parameter_1","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset).sourceCharset","Parameter_2","Belong to org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,String)","Method","* Decodes a quoted-printable string into its original form using the specified string Charset. Escaped characters
     * are converted back to their original representation.
     *
     * @param sourceStr
     *            quoted-printable string to convert into its original form
     * @param sourceCharset
     *            the original string Charset
     * @return original string
     * @throws DecoderException
     *             Thrown if quoted-printable decoding is unsuccessful
     * @throws UnsupportedEncodingException
     *             Thrown if Charset is not supported","public String decode(final String sourceStr, final String sourceCharset) throws DecoderException, UnsupportedEncodingException {
    if (sourceStr == null) {
        return null;
    }
    return new String(decode(StringUtils.getBytesUsAscii(sourceStr)), sourceCharset);
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
